,MSW__8,MSW__2,MSW__3,DDE_MW,MSW__6,Cougar__21,formula_H,MSW__9,Hopp_woods,Calculate_mw,DDE_IT,DDE_CF,DDE_WI,Ez__9,Ez__12,Z5__61,Length,MSW__17,MSW__22,Cougar__25,Cougar__24,Z3__6,MSW__11,DDE_ME,MSW__20,Ez__1,MSW__18,Boman_Index,QSO3_G2,QSO3_SC_L,DDE_PM,DDE_MP,Ez__14,DDE_NW,Aliphatic_Index,QSO3_SC_S,DDE_TM,DDE_EW,MSW__4,Cougar__23,DDE_AC,CTDD_polarizability.3.residue100,Z5__6,Ez__11,CTDD_normwaalsvolume.3.residue100,QSO3_SC2,QSO3_SC3,DDE_QC,OVPC_Aliphatic,MSW__19,MSW__5,DDE_CN,MSW__13,DDE_YL,DDE_PF,DDE_MH,DDE_MY,DDE_WD,DDE_HC,QSO3_G3,DDE_HI,DDE_YW,DDE_FA,DDE_MF,DDE_HR,DDE_HN,QSO3_SC1,DDE_CM,Cougar__6,MSW__10,DDE_WK,DDE_IH,QSO3_G1,DDE_WC,DDE_RQ,DDE_WL,DDE_FW,DDE_AH,DDE_CA,DDE_VW,DDE_WW,DDE_WS,DDE_CY,DDE_CW,DDE_WH,DDE_CK,DDE_MN,DDE_VY,DDE_TH,Ez__8,DDE_QW,DDE_CC,DDE_MC,DDE_HH,DDE_CQ,DDE_PW,DDE_AR,DDE_SM,DDE_YQ,DDE_WE,DDE_CR,DDE_WA,CTDD_hydrophobicity_PRAM900101.1.residue100,DDE_NA,DDE_WV,MSW__7,DDE_MK,DDE_CV,CTDD_hydrophobicity_PRAM900101.1.residue75,DDE_FI,DDE_WF,DDE_NM,Ez__10,DDE_LM,DDE_EL,DDE_DQ,DDE_TI,DDE_QG,DDE_HG,DDE_YG,DDE_CI,DDE_TQ,DDE_DH,DDE_YI,MSW__21,DDE_IM,DDE_DC,DDE_YE,MSW__14,Z5__31,DDE_AM,Ez__7,DDE_EQ,DDE_TP,DDE_YA,Ez__15,Z5__64,ABHPRK__56,DDE_NP,Cougar__22,DDE_ID,DDE_PY,DDE_DA,DDE_HA,DDE_PC,DDE_QI,MSW__12,DDE_MM,DDE_FQ,DDE_EH,MotifBitVec_FATP,MotifBitVec_AEEA,MotifBitVec_ALQP,MotifBitVec_AVI,MotifBitVec_LMK,MotifBitVec_SLADTN,MotifBitVec_VFGI,MotifBitVec_RLAE,MotifBitVec_LLD,MotifBitVec_IPRHL,MotifBitVec_ALAG,y
pos_11,0.8115323439711652,-0.264905753205621,-0.39575915711596266,0.0,-0.027122887544335422,0.3826212251595989,0.0,0.13934827282512963,0.2484753357861548,-0.3007734173589232,0.0,0.0,0.0,0.34628369837346357,-0.040812781579002075,-0.28761336536671395,0.0,0.40344565588687664,-0.13610516394414773,0.11966364038707686,0.5446190240379564,-0.5895917329871858,-0.25193875940009247,0.0,0.3068202776309155,0.06531933213595933,-0.4262643965948925,-0.8051378835098525,0.07646559048428214,1.0925118057117156,0.0,0.0,0.0,0.0,0.22677028658230575,0.0,0.0,0.0,-0.1513797035347777,0.36789136027035096,0.0,-0.4022988505747122,-0.4860218896318477,-0.6219727757550122,-0.4022988505747122,0.07646559048428214,0.1657657657657657,0.0,0.0,-0.1700664811663996,-0.44339857025665064,0.0,0.028647474236210637,0.0,0.0,0.0,0.0,0.0,0.0,0.1657657657657657,0.0,0.0,0.0,0.0,0.0,0.0,-0.43886318572372784,0.0,0.12436958227059759,-0.314598094880578,0.0,0.0,-0.43886318572372784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18765203784052908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39080459770114956,0.0,0.0,0.5578448084191804,0.0,0.0,0.0,0.0,0.0,0.0,0.6954531196444758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21161131507880865,0.0,0.0,0.0,-0.351100818280068,0.04080500970417883,0.0,-0.30983653371870634,1916.9291247981778,0.0,0.0,0.4070260532257604,-1.0058158724557036,0.9572649572649574,0.0,0.13937637047907026,0.0,0.0,0.0,0.0,0.0,0.0,-0.1563382088786245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_12,-1.0401071079397042,0.45280713202978806,0.7572018363774483,-1.0,-0.49512393746256306,0.09375412755908646,1.2,0.32709593958248434,0.6934048778336783,0.48825551417931917,-1.0,-1.0,-1.0,-0.1473130766622453,0.9885781055409123,-0.7912806555613666,1.0,0.13665011896186804,-0.04301986388443308,-0.31843319258541547,0.5665196722350767,0.21913059832248086,-0.15128444742523095,-1.0,0.48360403782075706,0.6178079237626304,0.164987866415007,-0.24679968710810923,-0.33984706881903126,0.46440296829323136,-1.0,-1.0,-0.524985790400318,-1.0,0.5060557974257777,0.0,-1.0,-1.0,0.2946212738230983,0.16924400693710673,-1.0,0.040229885057471375,0.23606265840556429,-0.6732233900645815,0.040229885057471375,-0.33984706881903126,0.4126126126126123,-1.0,0.2364532019704435,0.22735862770751533,0.4675338880425017,-1.0,-0.25581643579970187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4126126126126123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4415069398545934,-1.0,-0.12634541447584544,0.15935432405799835,-1.0,-1.0,0.4415069398545934,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2777907390283804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3931034482758619,-1.0,-1.0,-0.34397465352404955,-1.0,-1.0,-0.910634239389604,-1.0,-1.0,-1.0,-0.26681379535543764,-1.0,-1.0,-1.0,601.4327036439042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23363523950224682,-1.0,-1.0,-1.0,-0.06306623436776294,-0.35172539547338144,-1.0,0.027352646219199157,-1.0,-1.0,-1.0,-0.3207220930151884,0.044144858786079384,0.717948717948718,-1.0,-0.2686847483842459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.09925583782396714,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_13,0.2872360606458579,-0.2922385193840561,-0.08135548436106617,-1.0,0.4947914633571807,-0.4628629750445277,-0.3333333333333333,-0.15195998834319635,-0.7586295313619968,0.25021483815525697,-1.0,-1.0,-1.0,0.6014447783889585,0.0,0.3298928477498323,1.0,0.26215258529027097,-0.04061672294801965,-1.6719855823096217,-1.575190821589074,-1.2519632492928512,1.0098268400231338,-1.0,-0.2511711401556604,-0.6483680398690971,0.32070220715688924,1.1034964427171925,0.006796941376380823,-0.4910276590960198,-1.0,-1.0,0.6961317541808573,-1.0,-0.8581465055404106,2.876125925265317,-1.0,-1.0,0.623469620459358,-1.073760705480582,-1.0,0.40229885057471276,-1.2706140156769992,0.12275544835933795,0.40229885057471276,0.006796941376380823,0.5423423423423421,-1.0,-0.8275862068965516,0.43256369149626644,-0.9653345833821633,-1.0,0.5203786149359391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5423423423423421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.007931262392597716,-1.0,-0.7108417542948176,-1.052789639153489,-1.0,-1.0,-0.007931262392597716,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07160928942314528,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.2000000000000002,-1.0,-1.0,0.2125608340126979,-1.0,-1.0,-0.6462565569861706,-1.0,-1.0,-1.0,0.42532473523266145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.3287767735474383,-1.0,-1.0,-1.0,0.8506901343214451,-0.8133715339096722,-1.0,0.08461247789729352,-1.0,-1.0,-1.0,0.45103832862200904,-0.1521910549156057,-0.14358974358974355,-1.0,-0.6783470111047334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41375416987426245,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_14,-1.0298486772023518,-0.7193300739009665,0.8604287082603955,0.0,-0.24591418040197513,-0.9090756268886707,0.4666666666666667,0.844279509510941,0.059392087681727594,0.021627040962474826,0.0,0.0,0.0,0.0,0.8857046167863236,-0.17503110252159393,0.0,-0.5556408109493053,1.5560610647474826,-1.8580878219160055,-0.8892283834173969,0.7652457532744202,0.09548593577577344,0.0,0.114199997540913,1.0305802647340778,-0.11628018951504203,0.7641639454177482,-0.8258283772302463,0.3761637058691252,0.0,0.0,0.28306100192696043,0.0,0.22677028658230605,0.0,0.0,0.0,-0.9047814519194223,-0.8918444411750279,0.0,-0.8045977011494255,0.570729270271385,0.20900566720017935,-0.8045977011494255,-0.8258283772302463,0.9765765765765759,0.0,0.0,-0.1961225120749208,0.7318598382749326,0.0,0.4765397156600453,0.0,0.0,0.0,0.0,0.0,0.0,0.9765765765765759,0.0,0.0,0.0,0.0,0.0,0.0,1.053536021150033,0.0,-1.1258580853157556,-0.6094317488620901,0.0,0.0,1.053536021150033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.4645623990926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36781609195402276,0.0,0.0,0.14602015860075573,0.0,0.0,0.0,0.0,0.0,0.0,0.6605861924552843,0.0,638.9763749327257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31748424691962096,0.0,0.0,0.0,-0.4616458236838043,-0.6592846634011336,0.0,0.877030780813264,0.0,0.0,958.4645623990926,0.46572039323820275,-0.18868500469098207,0.0,0.0,-0.9607055280292244,0.0,0.0,0.0,0.0,0.0,0.0,-1.0055298947908646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_15,-0.881356797852004,0.3742709838770845,-0.39227136109918415,0.0,-0.29438540523927137,0.32386479617362773,0.6666666666666666,0.6845769945877588,0.016787195690286222,0.08643655113148058,0.0,0.0,0.0,-0.09718191234702911,-0.2063855831551049,-0.5601630629113137,0.0,0.3195127405415666,0.30088416860686445,0.45152569945335574,0.6592870940012178,0.609650892180591,-0.35758996532018755,0.0,-0.10165865414171717,0.17872777157752745,0.47219868263934395,-1.0393722296030494,-0.2684791843670345,2.3828198785698222,0.0,0.0,-0.28691030161319403,0.0,1.157721989393878,0.0,0.0,0.0,-1.1665070315469401,0.28273436141613256,0.0,-2.0114942528735633,0.6608145474505822,-1.0394739999306821,-2.0114942528735633,-0.2684791843670345,-0.01261261261261272,0.0,0.788177339901478,0.5374880479270445,-0.7263846243993906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01261261261261272,0.0,0.0,0.0,0.0,0.0,0.0,-0.7283542630535362,0.0,0.22285596613671227,1.8826896907700252,0.0,0.0,-0.7283542630535362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4116878867629276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.9291247981778,0.0,0.0,0.0,-0.39080459770114956,0.0,0.0,-0.15046690876750918,0.0,0.0,0.0,0.0,0.0,0.0,0.2389523483091852,0.0,638.9763749327257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26458982743759474,0.0,0.0,0.0,-0.43360815192218627,0.48360530844800576,0.0,-0.3055928140603499,0.0,0.0,0.0,-0.057810918503980374,0.21882584443584938,0.9572649572649574,0.0,0.045507710708529964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0969848601488323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_16,0.35660085511243406,-0.4413045929296967,0.0,0.0,1.0228536687687466,-0.6628909924152976,-0.26666666666666666,0.5882255527034858,1.8525870318479518,0.24355485534230895,0.0,0.0,0.0,0.3878377421782789,1.3333274170312586,0.3076194528911308,0.0,-0.4943230105776247,1.2180374453051361,-1.1306084855444314,-0.05742713490311622,-0.676119911274198,-0.822001832716588,0.0,0.14894689601750857,1.0211261508722937,-1.1034917761257272,0.3885695129067904,0.5301614273576891,-0.4910276590960198,0.0,0.0,0.9071731907598325,3833.8582495963556,-0.584828633817526,0.0,0.0,0.0,-0.7230254656024326,0.029745743442962817,0.0,0.40229885057471276,-1.2194766113471163,0.773283554632894,0.40229885057471276,0.5301614273576891,-0.08468468468468483,0.0,-0.7881773399014778,-0.2164169783931091,-0.8898628852689556,0.0,-0.5960327380030093,0.0,0.0,0.0,0.0,0.0,0.0,-0.08468468468468483,0.0,0.0,0.0,0.0,0.0,0.0,0.1784534038334433,0.0,-0.3191935561730207,0.05084698043264064,0.0,0.0,0.1784534038334433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1630500035564408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36781609195402276,0.0,0.0,0.15574742459052857,0.0,0.0,0.8812589413447783,0.0,0.0,0.0,0.16348841487382704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20547253507533036,0.0,0.0,0.0,0.011227420101899047,-0.6954936142258012,0.0,1.2126446230929653,0.0,0.0,0.0,0.2183068679469855,-0.032951096413663505,-0.4786324786324786,0.0,-0.6438807884352584,0.0,0.0,0.0,0.0,958.4645623990926,0.0,0.407345393892738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_17,-0.2161420712399131,0.10727541292407072,-0.1924232916074908,-1.0,0.597315978274769,-0.3114827192859574,0.26666666666666666,0.6199182948375627,-1.4213617635794127,0.6449441420796336,-1.0,-1.0,-1.0,-0.11158388004909343,1.0129958674630006,-1.0880718505187688,1.0,1.0277313360238143,-0.8886341836915161,-0.6310690063515987,-0.41400870085266234,-0.30893495008459276,0.42821014985322997,-1.0,0.974253359727533,-0.2873927833282704,1.0042274950887873,-0.021238157911074248,-0.8071367884451994,0.18358443894760507,-1.0,-1.0,-0.01113893984833859,-1.0,-0.2243832309340712,1.337732988495496,-1.0,-1.0,-0.2147124938915134,-0.025781427635186666,-1.0,-2.494252873563218,-0.7158167639043559,-0.05225252766725893,-2.494252873563218,-0.8071367884451994,-1.1009009009009005,-1.0,-0.4729064039408866,1.8350931289144956,-0.42915738896050626,-1.0,-0.525378150103124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.1009009009009005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.97951090548579,-1.0,0.13621643613151743,1.4318427103373847,-1.0,-1.0,-0.97951090548579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.20498755245750055,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3931034482758619,-1.0,-1.0,0.3808456236567108,-1.0,-1.0,0.41125417262756314,-1.0,-1.0,-1.0,0.5799188909769707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6314281837276458,-1.0,-1.0,-1.0,-0.8520558459604316,-0.21080723279787575,-1.0,0.7677521150811847,-1.0,-1.0,-1.0,1.1299315695224206,0.0,-0.5743589743589742,-1.0,-0.21637217628273658,-1.0,-1.0,-1.0,-1.0,-1.0,1203.865407287811,0.0357197844495767,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_18,0.5972580951130176,-0.40584032881317716,-1.3783135713577965,0.0,0.19242667958873705,0.23521783505773566,-0.13333333333333333,0.988505574081462,0.5847761005709342,0.0,0.0,0.0,0.0,-0.09073297438482993,-0.5285633739487472,0.7573205436218409,0.0,-0.6326349978367977,0.6579144481826633,0.20669609215200768,-0.16309554578942304,0.19465852801307593,-0.8897455673280138,3833.8582495963556,-0.05518191095646186,-0.4904679676173775,-0.22536689649859415,-0.1987235997467067,0.7765505522514872,0.4805936586462784,0.0,0.0,0.26022398025905374,0.0,0.22677028658230575,0.0,0.0,0.0,-0.772588369441277,-0.16138314140373883,0.0,-0.4022988505747122,0.20195213737199535,-0.3220279636382056,-0.4022988505747122,0.7765505522514872,0.3351351351351349,0.0,0.0,-0.56236883431714,0.8415891245751789,0.0,-0.41401109400985453,0.0,0.0,0.0,0.0,0.0,0.0,0.3351351351351349,0.0,0.0,0.0,0.0,0.0,0.0,-0.4890945142101786,0.0,0.4120719137181641,-1.1295011965651542,0.0,0.0,-0.4890945142101786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022263318870475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13793103448275898,0.0,0.0,0.49364485288668203,0.0,0.0,-0.2937529804482594,0.0,0.0,0.0,-0.688599166767778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35835338502497016,0.0,0.0,0.0,-0.11864752200092644,0.2835068928393903,0.0,-0.09994202095899044,0.0,0.0,0.0,-1.038334789000246,0.16958431833453194,0.4786324786324786,0.0,0.026572583453619028,0.0,0.0,0.0,0.0,0.0,0.0,-0.7683474467539131,0.0,0.0,1916.9291247981778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_19,-0.28663047760802,0.5128993573383352,0.031284473362618595,0.0,0.20636726049862142,-1.0823990874342093,-0.4666666666666667,0.03215729372887594,0.817227522572419,-0.710040103122315,0.0,0.0,0.0,-0.18985650246241365,-0.35998639250522857,0.35292127294272674,0.0,0.09264201896520524,-0.7166275506064036,-0.6680302867190583,-0.26674679171020566,-0.2595429722416253,0.8320516821131225,0.0,-2.0476012061055867e-16,0.5803434396540733,0.2912349293170525,0.9574243534188406,0.04927782497875979,-0.4910276590960198,0.0,0.0,-0.15271045225805557,0.0,-0.7041814162292661,3.178631945063765,0.0,0.0,0.17541619156214372,0.10911052558838343,0.0,0.40229885057471276,-0.6364376885454036,0.3905622498882469,0.40229885057471276,0.04927782497875979,0.3603603603603603,0.0,-0.7881773399014778,0.2399505332620814,-0.317918668697996,0.0,0.727866210786187,0.0,0.0,0.0,0.0,0.0,0.0,0.3603603603603603,0.0,0.0,0.0,0.0,0.0,0.0,-0.6543291473892928,0.0,-0.8202776264167905,0.22540472056684333,0.0,0.0,-0.6543291473892928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5649733266946441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724137,0.0,0.0,-0.4840287556510784,0.0,0.0,1.1750119217930375,0.0,0.0,0.0,-0.17282159984836082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1850031821509042,0.0,0.0,0.0,-0.48844835572024087,-0.8521592734230398,0.0,-0.1978417951003382,0.0,0.0,0.0,-0.20921363922638167,-1.0053471681199126,-0.4786324786324786,0.0,-0.3458182525596287,0.0,0.0,0.0,0.0,0.0,0.0,0.9374262253015141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_20,-0.21822148287586282,0.6433279009460554,0.427202166661162,0.0,-0.2999849691193924,0.39614961275991106,-0.3333333333333333,0.24479288203723074,-0.2771598360907007,-0.8959467201374973,0.0,0.0,0.0,1.3375738760226348,-0.12671890761398524,-1.3442125668962779,0.0,0.7663668532250483,-1.0736578301822024,-0.41396634011554884,-0.3926178855589165,-0.41482611368986944,0.7569622413390126,0.0,0.6728799596709736,-0.4528561466694164,0.746706598359077,-0.9983982915109452,-1.7434154630416312,1.0845064088149314,0.0,0.0,1.410129480644908,0.0,-0.11935278241174005,0.0,0.0,0.0,0.20027366020524512,-0.30518990107043664,0.0,-2.8160919540229883,-0.4811729665223186,0.2654554955489773,-2.8160919540229883,-1.7434154630416312,-1.4432432432432427,0.0,-0.3940886699507389,1.2913930742471984,0.1743536856908473,0.0,-0.07349178967520237,0.0,0.0,0.0,0.0,0.0,0.0,-1.4432432432432427,0.0,0.0,0.0,0.0,0.0,0.0,-1.661599471249174,0.0,0.5895427495707891,0.5797006240908452,0.0,0.0,-1.661599471249174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1713976812006546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6551724137931036,0.0,0.0,-0.3249462684354851,0.0,0.0,-1.1750119217930375,0.0,0.0,0.0,1.1788396366253144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7832074169917301,0.0,0.0,0.0,-0.23882661726107768,0.03726804265342474,0.0,0.963237826564785,0.0,0.0,0.0,1.416781462640752,-0.13656232546671537,-0.4786324786324786,0.0,0.05360629633810373,0.0,0.0,0.0,0.0,0.0,0.0,0.1485116756479345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_21,0.27575916765165104,-0.7754989083976507,0.14056874855500878,0.0,0.06789471204646558,-0.13038483859993213,-0.26666666666666666,-0.851084330094018,0.16928931392361762,-0.4446433686622742,0.0,0.0,0.0,0.8687487991308958,0.501177048297732,0.37627402134179705,0.0,-1.105547890728529,0.10721285586772097,-0.4971232401526299,0.12290741301474849,0.47944040089224566,-0.3024518252348503,0.0,-0.7377998549138706,0.2964335355017244,-0.788307461191788,0.13794559157675162,-0.3109600679694135,-0.4910276590960198,0.0,0.0,0.18769379352411922,0.0,-0.011935278241174034,0.0,0.0,0.0,0.5349752945648043,-0.7364389815471175,0.0,0.40229885057471276,0.28250487252904966,0.704143179230871,0.40229885057471276,-0.3109600679694135,0.2828828828828829,0.0,0.0,0.6114424590865442,-0.025350990273057566,0.0,0.7504536423955073,0.0,0.0,0.0,0.0,0.0,0.0,0.2828828828828829,0.0,0.0,0.0,0.0,0.0,0.0,0.6715135492399206,0.0,0.23902075608366305,-0.2073858570691191,0.0,0.0,0.6715135492399206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.4645623990926,0.0,0.9218635749342057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8965517241379313,0.0,0.0,0.8218150151930631,0.0,0.0,-0.8812589413447779,0.0,0.0,0.0,0.8203339526754067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6277869621639393,0.0,0.0,0.0,0.40844835572024085,0.5612687120793919,0.0,0.7989892608970309,0.0,0.0,0.0,1.34821685299974,0.8674850743270549,0.0,0.0,0.4837535935672442,0.0,0.0,0.0,0.0,0.0,0.0,0.6927380035925069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
pos_22,0.037845291774285306,-0.3097178233551654,0.49327065282410915,-1.945823516265724,-0.36028103055959537,0.2610549449749753,1.0666666666666667,-0.430916768914616,-0.4482135238061003,1.305213405900889,-1.9458235162657245,-1.9458235162657276,-1.9458235162657262,0.3108636578364562,-0.022465666219985983,0.2751649689565808,2.0,-0.753965089670318,0.5635037794852906,0.08927439350520407,0.5012732522595574,0.5296518235611076,-0.15656000003297738,-1.9458235162657274,-0.7957008134308303,-0.013048239792709523,-0.4381411861381817,-0.331950980270428,0.09515717926932916,-0.07303800314818984,-1.9458235162657276,-1.9458235162657276,-0.3079237579885677,-1.9458235162657274,0.1584136930192188,0.0,-1.9458235162657276,-1.9458235162657274,0.657685290763968,-0.2463419938188219,-1.9458235162657316,0.40229885057471276,0.4013976620125769,0.19197894086607412,0.40229885057471276,0.09515717926932916,0.6018018018018015,-1.9458235162657276,0.10747872816838344,-0.08676027673527734,0.0,-1.9458235162657276,0.4722058669935417,-1.9458235162657245,-1.9458235162657316,-1.9458235162657274,-1.9458235162657274,-1.9458235162657274,-1.9458235162657276,0.6018018018018015,-1.9458235162657254,-1.9458235162657274,-1.9458235162657316,-1.9458235162657274,-1.9458235162657245,-1.9458235162657276,0.8420356906807668,-1.9458235162657274,0.3022340676815757,0.3017757429094298,-1.9458235162657274,-1.9458235162657254,0.8420356906807668,-1.9458235162657274,-1.9458235162657245,-1.9458235162657254,-1.9458235162657274,-1.9458235162657316,-1.9458235162657316,-1.9458235162657276,-1.945823516265724,-1.9458235162657254,-1.9458235162657276,-1.9458235162657274,-1.9458235162657274,-1.9458235162657276,-1.9458235162657274,855.3309427033182,-1.9458235162657316,0.4000537417707913,-1.9458235162657274,-1.9458235162657276,-1.9458235162657274,-1.9458235162657276,-1.9458235162657276,-1.9458235162657276,-1.9458235162657287,-1.9458235162657254,-1.9458235162657276,-1.9458235162657274,-1.9458235162657245,-1.9458235162657276,-0.620689655172414,-1.9458235162657316,-1.9458235162657276,0.42658786037204466,3427.1612413620574,-1.9458235162657316,-0.4539818788745827,-1.9458235162657254,-1.9458235162657274,-1.9458235162657274,0.15453384837160902,1141.0898647765102,-1.9458235162657245,-1.9458235162657276,-1.9458235162657245,-1.9458235162657316,-1.9458235162657316,-1.9458235162657316,-1.9458235162657254,-1.9458235162657316,-1.9458235162657276,-1.9458235162657254,0.4769854997123644,-1.9458235162657262,-1.9458235162657276,-1.9458235162657276,0.7044650301065307,0.5066155771426001,-1.9458235162657276,0.11571647383587612,-1.9458235162657276,-1.9458235162657282,-1.9458235162657316,0.40430244555345063,0.18970414121943474,0.5221445221445221,-1.9458235162657316,0.7854878725361394,-1.9458235162657254,-1.9458235162657316,-1.9458235162657316,-1.9458235162657316,-1.9458235162657316,-1.9458235162657254,0.38936617911213744,-1.945823516265724,-1.9458235162657276,-1.9458235162657276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
