,MSW__8,MSW__2,MSW__3,DDE_MW,MSW__6,Cougar__21,formula_H,MSW__9,Hopp_woods,Calculate_mw,DDE_IT,DDE_CF,DDE_WI,Ez__9,Ez__12,Z5__61,Length,MSW__17,MSW__22,Cougar__25,Cougar__24,Z3__6,MSW__11,DDE_ME,MSW__20,Ez__1,MSW__18,Boman_Index,QSO3_G2,QSO3_SC_L,DDE_PM,DDE_MP,Ez__14,DDE_NW,Aliphatic_Index,QSO3_SC_S,DDE_TM,DDE_EW,MSW__4,Cougar__23,DDE_AC,CTDD_polarizability.3.residue100,Z5__6,Ez__11,CTDD_normwaalsvolume.3.residue100,QSO3_SC2,QSO3_SC3,DDE_QC,OVPC_Aliphatic,MSW__19,MSW__5,DDE_CN,MSW__13,DDE_YL,DDE_PF,DDE_MH,DDE_MY,DDE_WD,DDE_HC,QSO3_G3,DDE_HI,DDE_YW,DDE_FA,DDE_MF,DDE_HR,DDE_HN,QSO3_SC1,DDE_CM,Cougar__6,MSW__10,DDE_WK,DDE_IH,QSO3_G1,DDE_WC,DDE_RQ,DDE_WL,DDE_FW,DDE_AH,DDE_CA,DDE_VW,DDE_WW,DDE_WS,DDE_CY,DDE_CW,DDE_WH,DDE_CK,DDE_MN,DDE_VY,DDE_TH,Ez__8,DDE_QW,DDE_CC,DDE_MC,DDE_HH,DDE_CQ,DDE_PW,DDE_AR,DDE_SM,DDE_YQ,DDE_WE,DDE_CR,DDE_WA,CTDD_hydrophobicity_PRAM900101.1.residue100,DDE_NA,DDE_WV,MSW__7,DDE_MK,DDE_CV,CTDD_hydrophobicity_PRAM900101.1.residue75,DDE_FI,DDE_WF,DDE_NM,Ez__10,DDE_LM,DDE_EL,DDE_DQ,DDE_TI,DDE_QG,DDE_HG,DDE_YG,DDE_CI,DDE_TQ,DDE_DH,DDE_YI,MSW__21,DDE_IM,DDE_DC,DDE_YE,MSW__14,Z5__31,DDE_AM,Ez__7,DDE_EQ,DDE_TP,DDE_YA,Ez__15,Z5__64,ABHPRK__56,DDE_NP,Cougar__22,DDE_ID,DDE_PY,DDE_DA,DDE_HA,DDE_PC,DDE_QI,MSW__12,DDE_MM,DDE_FQ,DDE_EH,y,MotifBitVec_FATP,MotifBitVec_AEEA,MotifBitVec_ALQP,MotifBitVec_AVI,MotifBitVec_LMK,MotifBitVec_SLADTN,MotifBitVec_VFGI,MotifBitVec_RLAE,MotifBitVec_LLD,MotifBitVec_IPRHL,MotifBitVec_ALAG
EpitopeID911659negative,-0.625441673,1.144823215,0.964269859,0,-0.771260613,0.709621357,-0.642857143,-0.164641765,-0.79941383,-0.633192432,0,0,0,-0.610229432,-0.995498247,-0.543225339,0,1.274081699,-1.638766258,-0.145003518,0.240769616,-0.211139615,1.390387287,0,0.800486864,-1.331329854,1.161805924,-0.480112408,-0.722966014,-0.860745148,0,0,-0.584602264,0,-0.096306069,1.274021645,0,0,0.857662507,0.417812805,0,-1.571428571,-0.454639353,-0.76951384,-1.571428571,-0.722966014,-0.527568425,0,-0.318181818,1.027452051,0.759194293,0,0.581787395,0,0,0,0,0,0,-0.527568425,0,0,0,0,0,0,-1.648475725,0,0.876735117,0.135990496,0,0,-1.648475725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767048833,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-0.589301735,0,0,-1.212121212,0,0,0,-0.472177635,0,0,0,638.9763749,0,0,0,0,0,0,0,-1.164656572,0,0,0,0.19899103,0.267907761,0,-0.856054094,0,0,0,-0.516396413,-0.170871236,-0.260869565,0,0.53654029,0,0,0,0,0,0,1.385138703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID911202negative,1.620488723,-0.590336092,-1.595115231,-1,0.639288017,0.402906243,0.642857143,0.758070081,1.047735602,0.545950545,-1,-1,-1,-0.510556993,0.003709062,0.723285805,1,-0.323503208,-0.074309812,0.45251292,0.457584388,-0.15780892,-0.797656866,-1,-0.114817662,0.327544943,-0.011555918,-0.47535668,0.587023687,0.283666242,-1,-1,-0.581911928,-1,0.225593668,0,-1,-1,-0.267705514,0.656617914,-1,0.062857143,-0.168283378,-0.566895757,0.062857143,0.587023687,-0.273700912,-1,0.409090909,0.167115432,-0.38839535,-1,-0.424993982,-1,-1,-1,-1,-1,-1,-0.273700912,-1,-1,-1,-1,-1,-1,0.72563041,-1,0.263162191,-0.002350858,-1,-1,0.72563041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.011302197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.85,-1,-1,-0.484990931,-1,-1,-0.939393939,-1,-1,-1,-0.003788411,-1,-1,-1,-1,-1,902.6490555,-1,-1,-1,-1,-1,-0.084441873,-1,-1,-1,-0.258475474,0.59835558,-1,-0.119260578,-1,-1,-1,-0.351221585,-0.030320547,0.782608696,-1,0.610563781,-1,-1,-1,-1,-1,-1,-0.11148474,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID122484negative,-0.001539745,0.217310014,-0.043562584,-8.920243462,-0.053986058,-0.470096901,5.785714286,0.481220821,-0.712982676,5.867543587,-8.920243462,-8.920243462,-8.920243462,0.363317962,0.486924643,0.335935447,11,-0.350767888,0.102560507,-0.379537855,-0.139077252,-0.082827575,0.159952383,-8.920243462,-0.474714423,0.512727154,-0.197084195,0.398378729,1.193958119,-0.860745148,-8.920243462,-8.920243462,0.118786558,-8.920243462,-0.635224274,1.689148595,-8.920243462,-8.920243462,0.374992646,-0.535802972,-8.920243462,0.487142857,-0.238109684,0.332119534,0.487142857,1.193958119,0.92899643,-8.920243462,-0.613636364,-0.122229701,0.200918865,-8.920243462,0.232453774,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,0.92899643,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,1.369966127,-8.920243462,-0.256553227,-0.107682514,-8.920243462,-8.920243462,1.369966127,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,0.471219199,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,0.3875,-8.920243462,-8.920243462,0.094399002,-8.920243462,-8.920243462,0.560606061,-8.920243462,-8.920243462,-8.920243462,0.437329679,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-0.438079378,-8.920243462,-8.920243462,-8.920243462,-0.24882316,-0.378886463,-8.920243462,0.534311715,-8.920243462,-8.920243462,-8.920243462,0.416456186,-0.19403234,-0.586956522,-8.920243462,-0.577406465,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,-8.920243462,0.364299562,-8.920243462,-8.920243462,-8.920243462,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID952346negative,-0.355248316,-0.297903327,0.217320762,0,-0.577257182,-0.436640657,-0.428571429,-0.405615956,0.050183343,-0.087214877,0,0,0,0.460210641,0.064347708,0.201754137,0,-0.339419222,-0.303407722,-0.973265204,-1.335579435,0.070008992,0.851173312,0,-0.08258483,-0.241726608,-0.30818185,0.770211846,0.52248541,-0.233007508,0,0,1.02113137,0,-0.360158311,2.735360685,0,0,0.074301921,-0.526835581,0,0.314285714,0.047719522,0.357776341,0.314285714,0.52248541,-0.307021023,0,-0.318181818,-0.396608318,1.128645321,0,1.129875412,0,0,0,0,0,0,-0.307021023,0,0,0,0,0,0,0.090327437,0,-0.619332467,-0.566997867,0,0,0.090327437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292955162,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,-0.040377535,0,0,-0.909090909,0,0,0,0.479722444,1277.95275,0,0,0,0,0,0,0,0,0,0,0.237790542,0,0,0,1.456419518,-0.795485267,0,-0.011904642,0,0,0,0.407570121,-0.621715079,-0.260869565,0,-0.200274978,0,0,0,0,0,0,0.052857707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID237169negative,0.72798906,-0.594925284,-0.729096792,-4.529411479,0.854147382,-0.147512378,2.5,0.209772507,-0.491391698,3.000823801,-4.529411479,-4.529411479,-4.529411479,-0.222892197,-0.150574396,-0.442158795,5,0.082911725,-0.250896701,0.329840142,0.442226026,-0.515384521,-0.374752765,-4.529411479,-0.320487404,0.149299996,0.300622083,0.042986845,0.099553725,0.19946168,-4.529411479,-4.529411479,-0.299834329,-4.529411479,-0.31209951,0.769844862,-4.529411479,-4.529411479,-0.838198356,0.197957429,-4.529411479,0.426530612,-0.680643629,-0.094630203,0.426530612,0.099553725,0.978183261,-4.529411479,-0.350649351,-0.153855549,0.089403473,-4.529411479,0.197979697,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,0.978183261,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,0.630786601,-4.529411479,0.070450796,0.790045725,-4.529411479,-4.529411479,0.630786601,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-0.135544879,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,0.339285714,-4.529411479,-4.529411479,-0.112120161,-4.529411479,-4.529411479,1.125541126,-4.529411479,-4.529411479,-4.529411479,-0.163048091,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,997.9792053,0.154980884,-4.529411479,-4.529411479,-4.529411479,-0.690174033,-0.054155174,-4.529411479,-0.155592266,-4.529411479,-4.529411479,-4.529411479,-0.205267437,0.435775,-0.447204969,-4.529411479,-0.216474363,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-4.529411479,-0.228461757,-4.529411479,-4.529411479,-4.529411479,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID438621negative,-0.430603589,-0.083033242,-0.474334081,0,-0.511423857,-0.340302857,0.428571429,-0.436879942,1.191306865,-0.086890759,0,0,0,0.787368753,1.150527591,0.125512457,0,0.689457146,-0.326810062,-0.557275562,-0.087964787,1.048589293,-0.067019487,0,0.43020041,0.859101906,0.520730005,0.139861652,0.446961895,-0.18812863,0,0,0.570787605,0,0.536939314,0,0,0,0.025795498,-0.010294323,0,-1.885714286,0.865827342,-0.061408804,-1.885714286,0.446961895,-0.803649345,0,0.590909091,0.700062809,0.977041735,0,0.356615786,0,0,0,0,0,0,-0.803649345,0,0,0,0,0,0,0.048174633,0,0.0039993,-0.355534127,0,0,0.048174633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484003226,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,-1.005085206,0,0,0,0,0,0,0.835794482,0,0,0,0,0,0,0,0,958.4645624,0,0,-0.464449117,0,0,0,-0.081684972,0.517711733,0,0.602515213,0,0,0,1.052215944,0.465541282,0.173913043,0,-0.33427251,0,0,0,0,0,0,0.134962233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID753264negative,-0.834776068,0.185770099,1.026892984,0,-0.57518111,0.60614218,-0.071428571,0.282648627,1.023975789,-0.373519521,0,0,0,-0.476093631,-0.398297208,-0.327183434,0,0.012839961,-0.105537935,0.165177576,0.800928553,0.360760921,0.535939453,0,0.262050224,-0.453155118,-0.122941129,-0.653480329,-0.065224854,0.558492704,0,0,-0.329865434,0,0.800791557,1.030739476,0,0,-0.016965152,0.350864604,0,-1.571428571,0.241160399,-0.741703206,-1.571428571,-0.065224854,-0.095993653,0,0.590909091,0.321188454,-0.114989335,0,0.702573935,0,0,0,0,0,0,-0.095993653,0,0,0,0,0,0,-0.555513737,0,0.888492922,0.416580794,0,0,-0.555513737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.390351252,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,0,0,-0.072674349,0,0,0,0,0,0,-0.234884783,0,638.9763749,0,0,0,0,0,0,0,0,0,-0.183026386,0,0,0,0.010855557,0.348862909,0,-0.323413122,0,0,0,-0.567285888,0.536116069,0.173913043,0,0.445300871,0,0,0,0,0,0,0.176114542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID158786negative,1.474032875,-1.051962136,-1.251849936,0,1.3091817,0.320406128,-0.5,0.691495413,0.168741227,0.220859724,0,0,0,-0.685761097,-0.481418578,0.673093762,0,0.046808972,-0.105237905,0.311673164,0.716177176,-1.583579436,-0.564481557,0,-0.426006096,-0.29232711,-0.618627304,-0.130782534,0.332990045,-0.25828021,0,0,-0.594805994,0,-0.492084433,0,0,0,-0.131396763,0.492024714,0,0,-1.606591972,-0.399279067,0,0.332990045,0.002380008,0,-0.318181818,-0.608410934,0.654792211,0,-1.364077791,0,0,0,0,0,0,0.002380008,0,0,0,0,0,0,0.341738803,0,0.249225693,0.502951177,0,0,0.341738803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.582634655,0,0,0,0,0,0,0,0,0,3833.85825,0,0,0.25,0,0,0.267141662,0,0,0,0,0,0,-0.395913205,0,0,0,0,0,0,0,0,0,0,0,-0.321592646,0,0,0,0.043380953,0.805507962,0,-0.524295934,0,0,0,-0.361448606,-0.410191214,0.173913043,0,0.204006895,0,0,0,0,0,0,-1.405681509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID133706negative,-0.384687961,-0.118672336,0.212202782,-9.580237131,0.080982403,-0.7712031,6,0.304383299,-0.574149717,6.953880643,-9.580237131,-9.580237131,-9.580237131,0.227022723,0.261754264,0.609593043,12,-0.686390725,-0.113803761,-0.114028211,-0.265377473,0.445118043,-0.005359125,-9.580237131,-0.438010704,0.509250462,-0.833104418,0.84648879,1.538619979,-0.860745148,-9.580237131,-9.580237131,0.210853675,-9.580237131,-0.61458726,1.136578742,-9.580237131,-9.580237131,0.026057586,-0.396586134,-9.580237131,0.628571429,0.263372144,0.890651031,0.628571429,1.538619979,0.575168584,-9.580237131,-0.642857143,-0.20247716,0.040709892,-9.580237131,0.12463615,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,0.575168584,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,1.281144148,-9.580237131,-0.619988564,0.207550587,-9.580237131,-9.580237131,1.281144148,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,0.517502849,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,0.5,-9.580237131,-9.580237131,0.467126457,-9.580237131,-9.580237131,1.255411255,-9.580237131,-9.580237131,-9.580237131,0.261117894,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,1202.792192,-9.580237131,0.369313976,-9.580237131,-9.580237131,-9.580237131,0.590148811,-0.421305213,-9.580237131,0.43071381,-9.580237131,-9.580237131,-9.580237131,0.253146884,-1.100118085,-0.819875776,-9.580237131,-0.376378074,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,-9.580237131,0.169204689,-9.580237131,-9.580237131,-9.580237131,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID911302negative,-0.711972517,0.747922403,0.267609932,0,-0.519291076,1.247187087,0.285714286,-1.23747296,-0.587220566,-0.400151255,0,0,0,-1.326750703,-1.553909621,-0.039892146,0,0.539928486,-0.884940875,1.095434888,1.192322602,-0.646904536,0.324317342,0,0.512333441,-0.769748191,0.978929733,-1.404453091,-0.776519053,3.408301459,0,0,-1.460283471,0,1.565963061,1.240113576,0,0,0.548177013,1.165083637,0,0,-0.186943897,-1.627800361,0,-0.776519053,-1.332011107,0,1.5,0.82954022,0.50362976,0,0.870772015,0,0,0,0,0,0,-1.332011107,0,0,0,0,0,0,-0.514866391,0,0.973877641,-0.887218709,0,0,-0.514866391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.652581397,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-1.726624018,0,0,-1.212121212,0,0,0,-1.150283919,0,0,0,0,0,0,0,0,0,0,0,-0.173542763,0,0,0,1.393927832,0.747327811,0,-1.376342837,0,0,0,-1.238715974,0.018725597,1.47826087,0,1.143968669,0,0,0,0,0,0,0.340857173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID176812negative,0.831452489,-0.630707463,-0.553473981,-6.828427125,0.829483817,-1.157319488,3,0.181555833,-0.709034501,4.043783003,-6.828427125,-6.828427125,-6.828427125,0.80849443,0.55607448,0.151243359,8,-0.496668111,0.244934613,-0.867961379,-0.687333964,-0.193003327,-0.652609864,-6.828427125,-0.769495832,1.082303673,-0.699013626,1.118142977,0.728458634,-0.860745148,-6.828427125,-6.828427125,0.818282045,-6.828427125,-0.977106938,0.606559401,-6.828427125,-6.828427125,-0.073066364,-0.922241777,-6.828427125,0.628571429,-0.292648868,1.33335812,0.628571429,0.728458634,2.160253868,-6.828427125,-0.986631016,-0.959731287,-0.228248061,-6.828427125,-0.018285095,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,2.160253868,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,0.316146029,-6.828427125,-0.842122668,0.909082799,-6.828427125,-6.828427125,0.316146029,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,0.875830592,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,0.5,-6.828427125,-6.828427125,0.627333254,-6.828427125,-6.828427125,0.55258467,896.8206283,-6.828427125,-6.828427125,0.951826527,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,1.43156697,-6.828427125,-6.828427125,-6.828427125,-0.624333104,-0.418211166,-6.828427125,0.726641307,-6.828427125,-6.828427125,-6.828427125,1.15879288,0.387628842,-1.104859335,-6.828427125,-1.01323007,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-6.828427125,-0.009871218,-6.828427125,-6.828427125,-6.828427125,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID484808negative,0.30308856,-0.306197063,-1.092223529,0,-0.069056699,-0.780559722,0.142857143,0.45156553,0.955877862,0.107526301,0,0,0,1.043808076,1.154831909,0.354935944,0,-0.539440893,0.224195039,-0.903012141,-1.517448836,0.55144188,-0.220970906,0,0.398965582,0.91213262,0.241600152,1.000648508,-0.024030209,-0.860745148,0,0,0.836400748,0,-0.492084433,0,0,0,0.079503358,-0.909956546,0,0.314285714,0.386216186,0.569950459,0.314285714,-0.024030209,-0.129313764,0,-0.318181818,-0.435349591,-0.11087207,0,-0.497389543,0,0,0,0,0,0,-0.129313764,0,0,0,0,0,0,1.190816711,0,-0.957276771,-0.498400724,0,0,1.190816711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333343,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.344325575,0,0,0.606060606,0,0,0,0.624842081,0,0,0,0,0,0,0,0,0,0,0,-0.453008557,0,0,0,-0.792208015,0.006864732,0,0.815823093,0,0,0,0.794283925,-1.061276434,-0.260869565,0,-0.952526813,0,0,0,0,0,0,0.700089486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID147341negative,-0.648878441,-0.575527751,-0.310798026,-5.32269603,-0.06135338,-0.148683293,2.571428571,0.812733105,-0.297048131,3.146515051,-5.32269603,-5.32269603,-5.32269603,0.134786763,-0.065258845,0.027455465,6,-0.500402458,-0.774808433,0.028433821,-0.572396457,-0.468808482,0.566436496,-5.32269603,-0.542904976,-0.240308984,-0.029664201,0.401167315,0.67902506,-0.358351041,-5.32269603,-5.32269603,0.32133372,-5.32269603,-0.463060686,0.729681906,-5.32269603,-5.32269603,-0.052800632,-0.34959639,-5.32269603,0.062857143,-0.463542323,0.279779647,0.062857143,0.67902506,0.897262991,-5.32269603,-0.409090909,-0.021270379,-0.213155364,-5.32269603,-0.146594211,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.897262991,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.439593527,-5.32269603,-0.140370638,0.305437884,-5.32269603,-5.32269603,0.439593527,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.139154478,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.05,-5.32269603,-5.32269603,0.684680301,-5.32269603,-5.32269603,0.787878788,-5.32269603,-5.32269603,-5.32269603,0.031417358,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-0.175078207,-5.32269603,-5.32269603,-5.32269603,0.073842554,0.061031054,-5.32269603,-0.068767393,-5.32269603,356.9428572,-5.32269603,0.068366748,0.031940143,-0.52173913,-5.32269603,-0.073661813,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.202717285,-5.32269603,-5.32269603,-5.32269603,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID911590negative,-0.368786721,-0.301834462,-0.970790675,0,0.262185994,0.867318364,-1.071428571,0.340085596,-0.159492164,-0.947047146,0,0,0,-1.348638543,-1.255419942,-0.992754414,0,0.440838661,-1.158118193,1.053619858,1.252414471,-0.851999966,1.305207817,0,0.163814263,-1.006607141,0.241311795,-0.757674016,-0.740817027,0.030599235,0,0,-1.303352983,0,-0.096306069,2.58919386,0,0,1.023443187,0.891357789,0,-0.314285714,-1.009116179,-0.949201604,-0.314285714,-0.740817027,-1.173343911,0,-0.318181818,0.058729075,0.044040033,0,0.089344854,0,0,0,0,0,0,-1.173343911,0,0,958.4645624,0,0,0,-1.204365826,0,0.496938786,-0.094078423,0,0,-1.204365826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.327587949,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,-0.560836746,0,0,-1.212121212,0,0,0,-1.242346969,0,0,0,0,0,0,0,0,0,0,0,-0.812257206,0,0,0,0.843472661,-0.092819352,0,-1.234742672,0,0,0,-1.15931865,0.011361905,0.173913043,0,0.732572924,0,0,0,0,0,0,0.164642585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID911009negative,-0.546446357,0.022388293,0.119483301,0,-0.068892798,0.051552456,0.357142857,0.055642063,-0.765293468,0.027036882,0,0,0,-0.514461698,-0.346003438,-0.376042874,0,1.21307834,-0.39139152,1.026992963,0.725149635,0.192598421,-0.202748085,0,1.152971085,0.068241242,1.008342176,-0.123000432,-0.957775489,1.414817963,0,0,-0.421164383,0,0.286279683,0,0,0,-0.424249755,0.620610672,0,0.314285714,0.287551154,-0.595288698,0.314285714,-0.957775489,-0.364141214,0,0.136363636,1.229250753,-0.099402545,0,0.491479702,0,0,0,0,0,0,-0.364141214,0,0,0,0,0,0,0.030109146,0,-0.502148852,0.009762677,0,0,0.030109146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.961964547,0,0,0,0,0,0,319.4881875,0,0,0,0,0,0.25,0,0,-0.337860999,0,0,0.606060606,0,0,0,-0.985252879,0,0,0,0,0,0,0,0,958.4645624,0,0,-0.151188511,0,0,0,-0.192551992,-0.443545824,0,-0.398097716,0,0,0,-0.958052616,-0.885623225,0.608695652,0,0.055717434,0,0,0,0,0,0,-0.661204889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpitopeID227353negative,-0.038245285,0.660766263,0.48844319,-5.32269603,-0.739376523,0.210538148,3.285714286,-0.329675145,0.203115952,2.811916756,-5.32269603,-5.32269603,-5.32269603,-0.106634188,-0.145739829,-0.382025695,6,-0.080948253,0.151555632,-0.489097942,-0.218840216,1.035193989,0.4609117,-5.32269603,0.159621175,-0.145461252,-0.266543058,-0.08080415,0.614486783,0.190168579,-5.32269603,-5.32269603,-0.135195517,-5.32269603,0.621372032,0,-5.32269603,-5.32269603,0.559396391,0.196529338,-5.32269603,-1.257142857,1.032210656,-0.087564405,-1.257142857,0.614486783,0.638635462,-5.32269603,0.409090909,0.01377518,0.306081237,-5.32269603,-0.156391166,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.638635462,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.451637185,-5.32269603,0.230304818,-0.369188925,-5.32269603,-5.32269603,0.451637185,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.143210227,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-0.4,-5.32269603,-5.32269603,-0.413845836,-5.32269603,-5.32269603,0.242424242,-5.32269603,-5.32269603,-5.32269603,0.11511104,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-0.037159241,-5.32269603,-5.32269603,-5.32269603,0.157426216,0.129615604,-5.32269603,0.012623464,-5.32269603,-5.32269603,-5.32269603,0.118555663,0.002649419,0,-5.32269603,0.10572696,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,-5.32269603,0.290643543,-5.32269603,-5.32269603,-5.32269603,0,0,0,0,0,0,0,0,0,0,0,0
