,catboost,et,gbc
EpitopeID101054negative,0.02361206642513034,0.08271156533892383,0.1638526007218693
EpitopeID911661negative,0.8376295310503573,0.8141287813698778,0.7704927958230525
EpitopeID594139negative,0.3293103049212653,0.35890366268915874,0.4300237447295796
EpitopeID778146negative,0.7502718917730933,0.7384161621075233,0.7411288508589178
EpitopeID911215negative,0.3298878685809091,0.41375278764572543,0.3712086737126115
EpitopeID117360negative,0.03219576665021602,0.0067083333333333335,0.16006826947946048
EpitopeID911312negative,0.09658480215615217,0.3323718564827085,0.29334626940855757
EpitopeID114111negative,0.042688467192750476,0.04602380952380952,0.18101621298377238
EpitopeID133344negative,0.6662835804698999,0.7387128177286642,0.7179630962822589
EpitopeID230173negative,0.040265132653698736,0.030255952380952383,0.18858247597516486
EpitopeID236771negative,0.8784151317632488,0.8302921741508839,0.773283533868831
EpitopeID119934negative,0.023962739434205092,0.01088095238095238,0.16753402275135906
EpitopeID103414negative,0.878511877723063,0.8091318101632468,0.8476225532201606
EpitopeID911601negative,0.3800875536550805,0.49612350287836116,0.39643301362832173
EpitopeID226806negative,0.42537783679778207,0.5872674699283135,0.5673874901860944
EpitopeID158805negative,0.9031338673986715,0.8269102013023307,0.8004136648104969
EpitopeID139171negative,0.6316835402483325,0.7038402645493228,0.5434255153462988
EpitopeID72906negative,0.02002251755690044,0.018880952380952384,0.16412042432876547
EpitopeID132051negative,0.7790542590468795,0.7448646797900632,0.5400972828718364
EpitopeID99134negative,0.016689066436583286,0.008845238095238095,0.1670017647892463
EpitopeID538920negative,0.8688156977481328,0.770787609848202,0.8146905741176756
EpitopeID165257negative,0.7284190789687837,0.7194560455991844,0.7432507959941836
EpitopeID111530negative,0.024764143015682322,0.0159066421167485,0.1718587289226524
EpitopeID952138negative,0.8208928445858926,0.7388531772811179,0.8014619018222013
EpitopeID237036negative,0.7154277537498862,0.6642325668994699,0.6229822522899894
EpitopeID135301negative,0.02332483914372051,0.0,0.16438129130094062
EpitopeID911676negative,0.46158160325963776,0.46671937240524947,0.45785992406004683
EpitopeID117039negative,0.1467564299718204,0.07952579365079364,0.20780945680844687
EpitopeID133164negative,0.020908846715582668,0.01125,0.1745319590652692
EpitopeID106500negative,0.02991112451082324,0.026638888888888893,0.2586164180924792
EpitopeID614093negative,0.5947158067972633,0.5430975182100259,0.6036612880486699
EpitopeID952032negative,0.5495154953607629,0.6122128776888883,0.587160029619311
EpitopeID122422negative,0.8554958454796703,0.8191478562147744,0.821798296300494
EpitopeID911650negative,0.7588343795735016,0.7088063238342016,0.72608322501683
EpitopeID911458negative,0.5129617566134728,0.5047190371994297,0.5049338738265728
EpitopeID101868negative,0.0449489295812191,0.08648282855839827,0.17747362928704175
EpitopeID122575negative,0.013329154619427562,0.047398488512405974,0.35097495260936085
EpitopeID911443negative,0.5161177851974827,0.7106386011636597,0.6364851035299439
EpitopeID237360negative,0.833667447528875,0.7790155928576336,0.7946341932374539
EpitopeID598882negative,0.6485889668456377,0.5995883442367085,0.7137315675433732
EpitopeID911013negative,0.25065563018448966,0.5344580292614552,0.544281892655933
EpitopeID194327negative,0.7777320270177368,0.791111335456153,0.7483980147316442
EpitopeID910856negative,0.6141669448415931,0.46761182829597997,0.5079356722792671
T000055positive,0.4486094423860302,0.49787375159290226,0.5266517145029113
T000581positive,0.6340403092665825,0.45339210154796655,0.5977720930840357
T000081positive,0.9412569532081433,0.8688374220940915,0.8262801663035936
T000273positive,0.7186592099390409,0.75617968388582,0.7074872874820215
T000898positive,0.6446607526970543,0.6128237825011119,0.6369736445578579
T000884positive,0.8554504656301106,0.7885848879953715,0.775176955110286
T000065positive,0.933885114039442,0.8200212526649202,0.8047713748154933
T000840positive,0.7840905032217838,0.7655735919707767,0.7121981531641489
T000400positive,0.40683507888145604,0.46604769456905226,0.4306546839554318
T000261positive,0.7455560290149548,0.7267219596288998,0.8248650014387553
T000916positive,0.45590366515824204,0.5220521878888053,0.4642203568065614
T000138positive,0.7798343644382503,0.7612517019535189,0.7896382804674577
T000218positive,0.7778156875130441,0.7035418688797185,0.7392837424337391
T000051positive,0.7926257515151041,0.7728302211789887,0.7321695738140915
T000348positive,0.6005322450297952,0.5800405714190753,0.6182998644588373
T000723positive,0.6901675690659854,0.6511251422916778,0.7326423996057441
T000713positive,0.6473718275073292,0.5340702331208262,0.5468182895740604
T000399positive,0.690862467158705,0.613733330539978,0.674583981067949
T000948positive,0.8360006731836884,0.8055409479611714,0.8178474252134391
T000966positive,0.6309272050983128,0.6618571570493195,0.6068501814190944
T000855positive,0.8392491016830389,0.7376219983777459,0.7899462280228933
T000716positive,0.2785017216929913,0.3491308305749205,0.4243844199574483
T000370positive,0.5981067895495379,0.7258348014756887,0.6150249733279929
T000718positive,0.4569341327592572,0.4240880167935547,0.40372766559326656
T000408positive,0.9329861545870831,0.8628894999515812,0.8516011570133066
T000152positive,0.679633802453566,0.7450081160211142,0.7674180938377705
T000525positive,0.7902682849528893,0.799899697791893,0.7679256006643584
T000260positive,0.20694174444797453,0.4572920028155208,0.3336245720928466
T000493positive,0.7503065834761213,0.6008238872401904,0.5797838073330384
T000644positive,0.7340764475000392,0.6601226426389598,0.6933709360448037
T000288positive,0.8867666687816967,0.857320184382193,0.7782610610205251
T000287positive,0.6288972062076289,0.7524241984130567,0.7431242333427004
T000568positive,0.8238496291749736,0.572918922223126,0.6776548825314196
T000395positive,0.9350635536053924,0.8226038696857296,0.7971708594241361
T000032positive,0.8241461887975093,0.7406067362271888,0.7912805070145889
T000302positive,0.8037291091066293,0.7538974641555888,0.7280961334614359
T000627positive,0.516603758390228,0.563411124054454,0.5086256474078672
T000585positive,0.7177674209001575,0.7334091612480029,0.7319329350957904
T000637positive,0.7491315908266546,0.543194813292709,0.668588378651407
T000573positive,0.9135586274866297,0.8644083943322276,0.7968419817622506
T000283positive,0.7603405655049102,0.687360553722327,0.6851433474342722
T000085positive,0.8832891075643117,0.746780414166218,0.7910123746288372
T000054positive,0.896467283771346,0.7820850750045684,0.8201648325401879
T000691positive,0.8165077496572205,0.8117287670876782,0.8078213387178446
T000373positive,0.7822754654137188,0.7913224732371863,0.7205707395714109
T000825positive,0.9019676150075733,0.8081281030561991,0.7972150943068548
T000613positive,0.4917719378775271,0.49552581446657146,0.4950789681806562
T000521positive,0.7450502755260204,0.7369246978579673,0.7101404343169144
T000437positive,0.8015460866849003,0.7482614874687284,0.6755482264095969
T000804positive,0.8765652371604608,0.8006011651768314,0.8038876473649229
T000174positive,0.792041852999719,0.7806992546718642,0.7701537948214475
T000930positive,0.8339251037562568,0.8028332564583289,0.7582815205642562
T000591positive,0.854454854946132,0.718727546929695,0.6685570642150983
T000146positive,0.9195761321299656,0.8358376152644162,0.8713581124367216
T000259positive,0.6020387360473232,0.6989264916454734,0.6775759212390517
T000352positive,0.7988213249239567,0.716167017817879,0.815992126169186
T000653positive,0.6907055222819556,0.6849158682233037,0.6616791420047379
T000290positive,0.4313314140147536,0.4407812373289407,0.5448780314306706
T000604positive,0.2101287876177081,0.35364690810114174,0.4208573722874924
T000708positive,0.796715332217364,0.7726346640192918,0.6188987649009743
T000897positive,0.421947629499115,0.48450839890931796,0.5048134941194634
T000404positive,0.5733866597421609,0.7608211488363866,0.6351191595872213
T000727positive,0.559496242484071,0.555526461483154,0.44648712087822334
T000230positive,0.8260111674226785,0.8217453837676234,0.7326504484428198
T000995positive,0.6807555896962967,0.6584385732227811,0.553382156114011
T000842positive,0.8614366757974474,0.7865719150642971,0.7369729464774141
T000873positive,0.6386677728413043,0.6704240806449797,0.7153024646861181
T000391positive,0.9090621512004337,0.7886237669674324,0.7820517382927598
T000094positive,0.8578132104138484,0.8100877999450006,0.7988972143272026
T000651positive,0.7703349503069414,0.7498352051883548,0.6754095153358954
T000955positive,0.8937209437207119,0.8004245677342091,0.8026692455362158
T000994positive,0.3479432434184341,0.4983378317999779,0.433256595692343
T000911positive,0.6725997751262374,0.6814527853106004,0.5789178011005504
T000035positive,0.7261009435319752,0.7335550515984868,0.7374885851511362
T000739positive,0.8611916381993537,0.7982440664291311,0.8102456644785064
T000191positive,0.732329432191499,0.6002247282044558,0.6992591615270985
T000867positive,0.857574122036075,0.7539441697580317,0.8407330418927611
T000064positive,0.7813754033647525,0.5783358452247228,0.6432432135409015
T000247positive,0.8167929444513555,0.7872409796734248,0.7738643870375909
T000638positive,0.7232379512858411,0.5487975070772719,0.6662212467883942
T000659positive,0.7900751952249021,0.7714958306711067,0.7971809834152312
T000286positive,0.7956963634460246,0.7729316389301133,0.8149339147603858
T000670positive,0.7356709111313606,0.7469964648309042,0.6760023615068323
T000306positive,0.9196988671717724,0.8278602661813588,0.8432642501415706
T000773positive,0.7322777379524158,0.731192028236494,0.6608656899051967
T000961positive,0.8024100486091751,0.7317557800442693,0.78515805253949
T000612positive,0.43513023416323127,0.489454369939949,0.44727779544698754
T000364positive,0.8165789311556158,0.7327631598053369,0.74371198260182
T000439positive,0.696017797056939,0.6068419854065636,0.645494008696738
T000446positive,0.27486759311747977,0.3856386364856021,0.5146449694351427
T000936positive,0.712065080418012,0.7364610579627526,0.6838132649955722
T000839positive,0.7729852865130554,0.6970702214036767,0.7428578146342222
T000689positive,0.5857885479329884,0.5559920467317452,0.5727737373498512
T000529positive,0.6162491719976144,0.5490775153410478,0.5797560512191962
T000582positive,0.4744041219563862,0.6770850997476522,0.4762138099922587
T000676positive,0.22450196666793848,0.5541415801879331,0.4032781173676246
T000362positive,0.9095006632832925,0.8647900756194491,0.8242363859673503
T000409positive,0.8065591906280454,0.7622146991682572,0.7388702027197293
T000982positive,0.8413239766488689,0.7876676102436434,0.8066575581361387
T000318positive,0.5678744935104932,0.5002352951479543,0.6145166332036611
T000030positive,0.7667524986797576,0.7407446900955533,0.7373857647703277
T000665positive,0.8911223511326676,0.7576574495023318,0.8095789845687762
T000588positive,0.9084778708045427,0.7714587205677803,0.6130143835454267
T000857positive,0.7512239426520194,0.6788451300448454,0.7313470683900024
T000564positive,0.6791078640346204,0.6250734760449785,0.6489880087805224
T000822positive,0.5320390076215201,0.6943106685638538,0.5781773970816466
T000518positive,0.8350225454760433,0.7408787732207014,0.7895968008603534
T000939positive,0.6316835402483325,0.7038402645493228,0.5434255153462988
T000851positive,0.9149569432653858,0.7782226221292167,0.7831838878705436
T000914positive,0.5360633697429042,0.513579839992194,0.5836382035684954
T000892positive,0.8391632998581764,0.6896728054568676,0.750369316348699
T000106positive,0.8593395334312305,0.7530069330795232,0.8039693055518458
T000124positive,0.9389023168581745,0.8187094634262402,0.7927883195687103
T000700positive,0.45863447379648814,0.5913438752384788,0.5903399499946832
T000875positive,0.8343460524508388,0.8091201097580007,0.7709511189310073
T000128positive,0.9284508484242394,0.8547719736634549,0.7870124662092702
T000695positive,0.7892191166916973,0.7213309922471877,0.788609416951541
T001095positive,0.8953686615722409,0.8302720150397411,0.8230377927166297
T000853positive,0.7815924973239516,0.744298745955631,0.7051610096071836
T000725positive,0.598445435647349,0.5898446092617272,0.5479570362763653
T000386positive,0.6621842214929042,0.6998241021935656,0.6258523881415292
T000610positive,0.879108738703413,0.7977800249546644,0.8086959779693357
